UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U114087,2,3,49,Pr100200,Windows,Pr100200,2,7
U114088,1,2,71,Pr100200,Android,Pr100200,1,2
U114089,1,5,568,Pr100080,Windows,Pr100080,1,0
U114090,1,1,130,Pr101042,Windows,Pr101042,2,0
U114091,2,7,101,Pr100642,Windows,Pr100965,7,8
U114092,1,1,1092,Pr101744,Windows,Pr101744,2,0
U114093,1,10,134,Pr100629,Windows,Pr100629,2,0
U114094,1,1,64,Product101,Android,Product101,0,0
U114095,2,3,118,Pr101225,Windows,Pr101225,2,1
U114096,2,7,179,Pr100739,"mac os x",Pr100739,9,3
U114097,1,3,445,pr100393,Android,pr100393,1,2
U114098,1,3,1108,pr100102,Windows,pr100102,1,1
U114100,1,1,104,Product101,Android,Product101,0,0
U114101,1,1,370,Pr100115,Android,Pr100115,1,1
U114102,2,22,55,Pr101042,Windows,Pr101042,2,6
U114103,1,4,48,pr100020,Windows,pr100760,2,2
U114104,0,0,57,Product101,"Mac OS X",Product101,0,0
U114105,1,2,43,Pr100017,"Mac OS X",Pr100017,1,4
U114106,1,1,59,Pr100044,Windows,Pr100044,1,0
U114107,2,3,1004,pr100674,"Mac OS X",pr100674,3,1
U114108,2,5,333,Pr100080,Windows,Pr100080,6,5
U114109,1,1,390,Product101,windows,Product101,0,0
U114110,1,2,1519,Product101,Android,Product101,1,2
U114111,1,2,199,pr100188,Android,pr100188,1,1
U114112,1,2,68,pr100017,Windows,pr100017,2,0
U114114,1,1,52,Pr100430,Android,Pr100430,1,0
U114115,0,8,293,pr100017,Windows,Pr100363,0,0
U114116,1,1,51,Pr101529,Android,Pr101529,1,0
U114117,3,11,1644,pr100539,Windows,pr100539,4,6
U114118,1,1,252,Pr100209,Android,Pr100209,1,0
U114119,1,3,339,Pr100166,Android,Pr100166,1,0
U114120,1,4,69,Pr100500,windows,Pr100500,1,24
U114121,1,1,405,pr100044,Android,pr100044,1,0
U114122,2,3,524,pr100390,Windows,pr100390,2,2
U114123,1,1,720,Product101,windows,Product101,1,0
U114124,1,1,1703,Pr100975,Android,Pr100975,1,0
U114125,0,0,NULL,Product101,Windows,Product101,0,0
U114126,1,2,284,Product101,windows,Product101,1,1
U114127,1,4,627,pr100017,"Mac OS X",Pr100219,10,6
U114128,2,2,129,Pr100241,Windows,Pr100241,2,4
U114129,1,1,62,Pr100003,Windows,Pr100003,0,1
U114130,3,8,743,Pr100986,Android,Pr100986,5,2
U114131,1,3,958,Pr102390,Windows,Pr102390,0,3
U114132,1,4,579,Pr100275,Windows,Pr100275,1,6
U114133,1,3,58,Pr100209,Windows,Pr100209,0,10
U114134,1,1,453,Product101,Windows,Product101,0,0
U114135,1,1,55,Pr103208,Windows,Pr103208,1,0
U114136,2,4,284,Pr100543,Windows,Pr100543,1,2
U114137,1,2,626,Pr100010,Android,Pr100010,1,1
U114138,2,4,115,pr100000,Android,pr100000,3,4
U114139,1,1,157,Pr100113,Windows,Pr100113,0,0
U114140,1,4,479,Pr100044,"Mac OS X",Pr100044,7,9
U114141,1,4,116,Pr100877,Windows,Pr100877,2,5
U114142,1,2,330,Pr100573,Windows,Pr100573,1,0
U114143,1,5,65,pr100133,Windows,pr100133,2,7
U114144,1,3,73,pr100000,Windows,pr100000,1,47
U114145,1,3,354,Pr100113,Windows,Pr100113,3,1
U114146,1,1,1203,Pr100017,Ubuntu,Pr100017,2,0
U114147,1,3,228,Pr100133,Windows,Pr100133,2,1
U114148,1,3,54,Product101,Windows,Product101,0,5
U114149,1,2,223,Pr100017,Android,Product101,2,0
U114150,2,4,72,pr100126,Windows,pr100126,1,61
U114151,1,6,379,Pr106552,Windows,Pr106552,3,5
U114152,1,6,133,Pr103634,Windows,Pr103634,1,1
U114153,0,3,980,Pr100388,Android,Product101,0,0
U114154,1,5,68,pr100017,"mac os x",Pr100192,9,38
U114155,1,6,248,Pr100590,Windows,Pr100590,0,1
U114157,2,10,404,Pr101706,Windows,Pr101706,2,5
U114158,1,3,152,Pr100060,Windows,Pr100060,0,0
U114159,0,0,60,pr100413,Android,pr100413,0,0
U114160,1,12,NULL,Pr100369,Windows,Pr100369,3,1
U114161,1,2,103,Pr100340,Windows,Pr100340,1,0
U114162,1,1,57,Pr100867,Android,Pr100867,1,0
U114163,1,1,57,Product101,Windows,Product101,0,2
U114164,0,0,854,Product101,android,Product101,0,0
U114165,1,1,604,Product101,windows,Product101,0,0
U114166,1,10,69,Pr100044,"Mac OS X",Pr100072,4,6
U114167,0,0,115,Product101,iOS,Product101,0,0
U114168,1,1,115,Product101,Android,Product101,0,0
U114169,3,10,656,Pr100041,Android,pr100137,6,2
U114170,1,1,476,Product101,Windows,Product101,0,1
U114171,1,1,777,Product101,Android,Product101,0,2
U114172,1,8,53,pr100017,Windows,Product101,6,7
U114173,1,1,48,Product101,Windows,Product101,0,4
U114175,2,2,499,pr100183,Windows,pr100183,2,0
U114176,1,1,404,pr100602,Windows,pr100602,1,0
U114177,1,1,50,Product101,Android,Product101,0,0
U114178,1,1,68,Pr102165,"Mac OS X",Pr102165,1,0
U114179,1,6,159,Pr100102,Windows,Pr100102,3,5
U114180,0,6,525,pr100072,Windows,pr101721,0,0
U114181,1,1,752,pr100280,Windows,pr100280,1,1
U114182,1,2,62,Pr100134,Windows,Pr100134,1,1
U114183,1,2,87,Product101,Windows,Product101,0,1
U114184,1,2,305,Pr100630,Windows,Pr100630,1,0
U114185,0,2,44,pr100936,Windows,pr100936,0,0
U114186,1,7,61,Pr100285,Android,Pr100285,2,0
U114187,1,1,892,Pr101408,Windows,Pr101408,1,3
U114188,1,5,1183,Pr100044,Windows,Pr100975,5,3
U114190,0,6,329,Pr100390,Linux,Pr100390,0,0
U114191,1,7,364,Pr100028,"Mac OS X",Pr100028,7,36
U114192,1,1,543,Product101,Windows,Product101,0,0
U114194,1,1,111,Pr100017,Android,Pr100017,1,0
U114195,0,2,71,Pr101032,Linux,Pr101032,0,0
U114196,2,67,NULL,Pr100015,"Mac OS X",Pr101244,64,76
U114197,1,1,51,Pr100200,"Mac OS X",Pr100200,1,0
U114198,1,1,219,Pr102843,Android,Pr102843,1,0
U114199,0,0,377,Pr100102,Android,Pr100102,0,0
U114200,1,2,619,pr100113,Android,pr100113,2,0
U114201,1,3,220,Pr100072,Windows,Pr100072,2,1
U114202,3,8,104,Pr100978,android,Pr100978,6,0
U114204,1,1,64,pr100200,Windows,pr100200,1,1
U114205,1,1,126,Product101,Android,Product101,0,1
U114206,1,1,396,Pr100137,Windows,Pr100137,1,1
U114207,1,4,444,pr100014,Windows,pr100014,1,1
U114208,0,1,80,Pr100102,android,Pr100102,0,0
U114209,1,3,1047,pr100812,Android,pr100812,0,2
U114210,2,3,236,Product101,Android,Product101,1,1
U114212,1,2,63,Pr100200,Android,Pr100200,2,2
U114213,1,1,75,Product101,"Mac OS X",Product101,0,0
U114214,1,3,101,Pr100359,Linux,Pr100399,4,5
U114215,1,2,81,Pr100424,Windows,Pr100424,1,17
U114216,1,3,107,Pr100330,Windows,Pr100330,3,1
U114217,2,4,703,Pr100050,Windows,Pr100050,2,0
U114218,1,2,117,pr100146,Windows,pr100146,1,2
U114219,2,5,369,pr100368,"Mac OS X",pr100368,1,13
U114220,2,3,743,Pr100680,Android,Pr100680,2,1
U114221,0,1,469,pr102259,Windows,pr102259,0,0
U114222,1,3,374,pr100466,Windows,pr100466,2,4
U114223,1,1,525,pr100642,Android,pr100642,2,0
U114224,1,1,60,Pr100247,Windows,Pr100247,1,0
U114225,0,0,352,Product101,Windows,Product101,0,0
U114226,2,7,512,Pr100044,Windows,Product101,5,4
U114227,2,2,279,Pr100254,Windows,Pr100254,2,0
U114228,1,5,63,pr100017,Windows,pr100086,8,21
U114229,1,1,1169,Pr100017,Android,Pr100017,1,1
U114230,1,4,446,pr100390,Windows,Product101,6,6
U114231,2,4,150,Pr100953,Android,Pr100953,3,8
U114232,1,3,167,Pr100153,Windows,Pr100153,0,1
U114233,1,4,132,pr100508,Windows,Product101,1,3
U114234,1,1,98,Pr100200,Android,Pr100200,1,0
U114235,1,1,753,pr100726,Windows,pr100726,1,0
U114236,0,0,241,Pr100269,Ubuntu,Pr100269,0,0
U114237,1,4,NULL,pr100044,Windows,Pr100051,3,4
U114238,2,21,569,Pr100430,Windows,Pr100430,10,7
U114239,0,3,448,pr100250,Windows,pr100250,0,0
U114240,1,1,384,pr100070,Windows,pr100070,0,0
U114241,1,1,474,Pr101258,"Mac OS X",Pr101258,1,0
U114242,1,1,286,Product101,"Mac OS X",Product101,0,0
U114243,1,5,46,Pr100083,Windows,Pr100083,1,1
U114244,1,1,81,Pr101529,Android,Pr101529,1,0
U114245,1,1,64,Product101,windows,Product101,0,2
U114246,1,3,740,Pr100051,Windows,Pr100051,3,1
U114247,1,1,238,pr100251,Windows,pr100251,1,0
U114248,1,1,47,Pr100895,android,Pr100895,0,0
U114249,1,1,439,pr100204,android,Product101,0,0
U114250,0,1,294,Product101,Windows,Product101,0,0
U114251,1,1,58,Product101,Android,Product101,0,0
U114252,1,1,1737,Product101,Windows,Product101,0,9
U114253,2,2,76,Product101,Android,Product101,0,3
U114254,1,2,1892,pr100017,windows,pr100017,2,8
U114255,1,1,206,Pr100322,Windows,Pr100322,1,1
U114256,1,14,386,pr100753,"mac os x",pr100753,3,1
U114257,1,1,128,Product101,android,Product101,0,3
U114258,2,7,84,pr100044,Windows,pr100166,4,19
U114259,1,2,567,pr100017,windows,pr100017,1,2
U114260,1,1,52,pr100028,"Mac OS X",pr100028,1,0
U114261,1,1,65,Pr100200,Windows,Pr100200,1,5
U114262,1,2,1115,pr100074,Windows,pr100074,2,4
U114263,1,1,49,Pr100021,"Mac OS X",Pr100021,2,0
U114264,2,5,725,Pr100060,Windows,Pr100060,3,11
U114265,2,8,68,Pr100484,Windows,Pr100484,11,1
U114266,1,1,2258,pr100051,Windows,pr100051,1,4
U114267,1,3,134,Pr100073,Android,Pr100073,1,0
U114268,1,1,54,Product101,Android,Product101,0,1
U114269,1,1,77,pr100150,"Mac OS X",pr100150,1,1
U114270,0,0,305,Product101,Windows,Product101,0,0
U114271,1,1,1140,Pr100352,Android,Pr100352,1,0
U114272,1,1,1152,pr100041,Windows,pr100041,1,0
U114273,1,3,110,Pr100027,Windows,Pr100027,2,1
U114274,1,2,118,Product101,Windows,Product101,0,2
U114275,1,1,351,Product101,Android,Product101,0,1
U114276,3,7,1097,Pr100200,Android,Product101,8,43
U114277,3,4,180,pr106591,Windows,pr106591,4,3
U114278,1,3,542,Pr100017,Windows,Pr100051,3,0
U114279,2,6,709,Pr100161,Windows,Pr100161,2,4
U114280,1,3,220,Pr100401,windows,Pr100401,1,1
U114281,1,1,44,Product101,Android,Product101,0,1
U114282,1,1,182,Pr100263,Windows,Pr100263,1,0
U114283,1,1,64,Product101,Android,Product101,1,0
U114284,1,2,47,pr100250,Windows,Pr100522,3,12
U114285,2,8,836,Pr100743,Windows,Pr100743,2,6
U114286,1,2,80,Pr100200,android,Pr100200,1,1
U114287,1,4,169,Pr100081,Windows,Pr100081,1,7
U114288,1,2,51,pr100010,Android,pr100010,1,0
U114289,1,1,82,Pr101529,Android,Pr101529,1,0
U114290,1,5,1658,pr100390,Windows,Pr102029,4,2
U114291,1,1,336,Pr100044,windows,Pr100044,2,0
U114292,2,4,1196,pr100246,Windows,pr100246,8,21
U114293,2,2,63,Pr100801,Windows,Pr100801,1,7
U114294,1,2,133,pr101603,Windows,pr101603,1,3
U114295,0,0,196,Product101,Android,Product101,0,0
U114296,1,1,172,pr100017,Android,pr100017,1,0
U114297,1,2,118,Pr100115,Windows,Pr100115,2,7
U114298,0,1,976,pr101363,Windows,pr101363,0,0
U114299,1,5,1057,pr100051,windows,pr100486,10,3
U114300,0,7,234,Pr100017,Windows,pr100200,0,0
U114302,1,5,90,Pr100017,Windows,Pr100044,5,9
U114303,2,6,109,Pr100158,"Mac OS X",pr100444,16,3
U114304,1,2,58,pr100200,Android,pr100200,2,4
U114305,1,5,60,Pr100359,Windows,Pr100359,1,6
U114306,1,1,58,Product101,Android,Product101,0,4
U114307,1,8,49,pr100288,Android,Pr100982,6,9
U114308,1,2,357,Product101,windows,Product101,0,6
U114309,1,3,859,Pr100756,Linux,Pr100756,3,0
U114310,1,1,521,Pr100867,Android,Pr100867,1,0
U114311,1,1,307,Pr100906,Windows,Pr100906,1,0
U114312,0,0,68,Pr100859,Windows,Pr100859,0,0
U114313,1,1,1274,Product101,Android,Product101,0,1
U114314,1,2,501,Pr100102,Android,Pr100102,1,2
U114315,1,3,59,Pr100200,Linux,Pr100200,1,6
U114316,1,1,47,Product101,Android,Product101,0,3
U114317,1,4,354,Pr100458,Windows,pr100486,5,4
U114318,1,1,74,Pr100200,Windows,Pr100200,1,3
U114319,1,1,2084,Pr102519,Windows,Pr102519,1,0
U114320,1,1,1381,pr100152,Windows,pr100152,1,0
U114321,2,3,76,pr100010,Android,pr100010,1,9
U114322,1,4,177,Pr100341,Windows,Pr100341,1,0
U114324,1,5,55,Pr100200,Android,Pr100200,1,8
U114325,1,1,53,Product101,Android,Product101,0,0
U114326,2,12,43,Pr100044,Android,Pr100044,14,22
U114327,3,7,658,Pr100732,Windows,Product101,3,11
U114328,1,1,70,Pr100279,windows,Pr100279,1,1
U114329,1,4,208,Pr100003,"Mac OS X",Pr100003,2,6
U114330,1,1,139,Product101,Android,Product101,0,0
U114331,0,0,854,Product101,Windows,Product101,0,0
U114332,1,1,58,Product101,Android,Product101,0,6
U114333,1,4,90,Pr100291,Windows,Pr100291,1,3
U114334,1,1,206,pr100041,"Mac OS X",pr100041,1,0
U114335,1,2,167,Product101,Android,Product101,0,7
U114336,1,2,272,Pr100028,Windows,Pr100028,3,3
U114338,1,2,498,Pr100200,Windows,Pr100200,1,0
U114339,1,8,115,Pr100017,Windows,Pr100363,7,10
U114341,1,2,52,Pr100060,Android,Product101,1,5
U114342,1,1,61,Pr100200,Android,Pr100200,1,0
U114343,2,7,1526,Pr100106,Windows,Pr100106,1,16
U114344,2,7,731,pr100096,Windows,pr100096,2,1
U114345,1,1,1213,pr100044,Windows,pr100044,2,0
U114346,1,3,1122,Product101,"Mac OS X",Product101,1,0
U114347,1,1,103,Product101,Windows,Product101,0,2
U114348,1,5,731,Pr100017,"Mac OS X",Pr100044,3,4
U114349,1,6,251,Pr100876,windows,Pr100876,1,0
U114350,1,5,233,Pr100200,Windows,Pr100200,3,13
U114351,1,4,793,pr100166,Windows,pr100166,0,1
U114352,1,5,201,Pr100123,Windows,pr101330,6,8
U114353,1,1,152,pr102530,Windows,pr102530,1,0
U114354,1,1,265,Pr100362,Windows,Pr100362,1,12
U114355,2,7,1093,pr100715,Windows,pr100715,3,1
U114356,1,1,82,Product101,"Mac OS X",Product101,0,4
U114357,3,6,2071,Pr100723,Windows,Pr100723,5,0
U114358,1,9,620,Pr100044,Windows,Pr100123,7,6
U114359,1,1,56,Pr105808,Windows,Pr105808,1,0
U114360,1,1,740,Pr100352,Android,Pr100352,1,1
U114361,0,0,99,Pr100474,Android,Pr100474,0,0
U114362,1,3,44,Pr100024,Windows,Pr100436,3,4
U114363,1,1,213,Product101,"Mac OS X",Product101,0,2
U114364,0,3,47,Pr100036,Windows,Pr100036,0,0
U114365,1,1,115,Product101,windows,Product101,0,1
U114366,2,1,1675,pr100437,Windows,pr100437,1,1
U114367,1,3,87,Pr100139,Windows,Pr100139,1,0
U114368,1,3,462,pr100348,Windows,pr100348,1,0
U114369,1,5,296,pr100636,Android,pr100636,1,0
U114370,1,1,675,Pr100028,"Mac OS X",Pr100028,1,1
U114371,1,1,585,Product101,ios,Product101,1,0
U114373,0,0,111,Pr100040,Android,Pr100040,0,0
U114374,1,2,156,Pr100374,Windows,Pr100374,0,2
U114375,0,0,108,Product101,Windows,Product101,0,0
U114376,2,5,858,Pr100070,Windows,pr100796,5,6
U114377,1,1,789,Product101,Windows,Product101,0,1
U114378,2,9,161,pr100241,Windows,Pr100859,9,15
U114379,1,2,110,Pr100378,ubuntu,Pr100378,0,1
U114380,1,3,634,Pr100642,android,Pr100642,2,1
U114381,1,1,74,Pr100436,Windows,Pr100436,1,4
U114382,1,2,159,Pr100017,Android,Pr100017,2,0
U114383,3,11,1235,Pr100119,Windows,Pr100119,1,15
U114384,1,6,75,pr100166,Windows,pr100166,4,5
U114385,1,2,76,Pr100166,"Mac OS X",Pr100166,1,3
U114386,1,4,87,pr100296,Windows,pr100296,0,0
U114387,1,1,573,Pr100178,Linux,Pr100178,1,17
U114388,1,5,287,Pr100287,Android,Pr100287,5,18
U114389,1,5,789,Pr100086,Linux,Pr100086,5,2
U114390,1,2,234,Product101,Windows,Product101,0,9
U114392,1,1,110,Pr100114,Android,Pr100114,0,0
U114393,0,1,110,Pr100113,Windows,Pr100113,0,0
U114394,1,2,52,Product101,Windows,Product101,0,3
U114395,1,1,58,Product101,Android,Product101,0,1
U114396,1,7,945,Pr102225,Windows,Pr102225,1,3
U114397,2,5,1040,Pr100176,Windows,Pr100176,3,19
U114398,1,3,138,Pr100017,android,Pr100017,0,5
U114399,1,3,713,pr100166,"Mac OS X",pr100166,1,5
U114400,0,1,NULL,pr101111,iOS,pr101111,0,0
U114401,2,6,122,Pr100133,Windows,Pr100133,0,2
U114402,2,4,45,pr100630,Windows,Pr100707,3,5
U114403,0,0,670,Product101,Android,Product101,0,0
U114404,2,8,1107,Pr100060,Windows,Pr100486,7,0
U114405,1,1,378,Product101,Android,Product101,0,1
U114406,2,2,937,Pr100019,Windows,Pr100019,2,3
U114407,1,1,684,pr100010,Android,pr100010,1,0
U114408,2,2,313,pr100137,windows,pr100137,2,1
U114409,1,2,59,Pr100283,Windows,Pr100283,0,0
U114410,1,5,59,Pr100910,Android,Product101,4,2
U114411,2,3,1086,pr100192,Windows,pr100192,2,0
U114412,0,0,1006,Product101,Windows,Product101,0,0
U114413,1,3,697,Pr100017,Windows,pr100732,2,4
U114414,1,3,943,Pr101101,Windows,Pr101101,1,2
U114415,3,5,53,pr100010,Android,pr100010,3,0
U114416,2,2,2256,Pr100642,Windows,Pr100642,2,0
U114417,1,2,509,Product101,Android,Product101,1,1
U114418,1,2,316,pr100134,Windows,pr100134,1,1
U114419,1,2,539,Pr101697,Android,Pr101697,1,0
U114420,2,7,54,pr100017,Android,Product101,9,15
U114421,2,9,1473,Pr100051,Linux,Pr101026,7,18
U114422,2,2,381,Pr100758,Windows,Pr100758,2,4
U114423,1,7,225,Pr100027,Windows,Pr100027,1,0
U114424,3,20,1272,Pr100184,Windows,pr100642,12,121
U114425,1,4,58,pr100044,Windows,pr100044,2,11
U114426,2,3,734,Pr100355,Linux,Pr100355,1,5
U114428,1,3,52,Pr100106,Windows,Pr100300,2,49
U114429,1,2,61,Product101,Windows,Product101,0,0
U114430,2,5,103,pr100166,Windows,pr100166,6,18
U114431,1,1,63,Product101,Windows,Product101,0,0
U114432,0,0,1151,Product101,Windows,Product101,0,0
U114433,1,1,76,Pr100166,Android,Pr100166,1,0
U114434,2,2,60,pr101744,Windows,pr101744,2,2
U114435,1,1,50,Pr100036,windows,Pr100036,1,1
U114436,1,2,496,Product101,Windows,Product101,0,3
U114437,1,1,70,pr101148,Windows,pr101148,1,1
U114438,1,2,84,pr100293,windows,pr100293,1,1
U114439,1,1,1676,Pr100642,Windows,Pr100642,1,0
U114440,0,0,54,Product101,Linux,Product101,0,0
U114441,1,2,375,pr100003,Windows,pr100003,1,0
U114442,1,3,718,pr100441,Windows,pr100441,2,1
U114443,1,1,1797,Pr100096,Windows,Pr100096,1,0
U114444,1,1,115,Product101,"Mac OS X",Product101,2,0
U114445,0,0,661,Product101,Windows,Product101,0,0
U114446,1,2,621,pr100086,"Mac OS X",pr100086,1,0
U114447,1,3,199,pr100636,Windows,pr100636,1,7
U114448,1,2,67,Pr100657,Windows,Product101,1,0
U114449,2,2,285,Pr100017,Windows,Pr100017,2,1
U114450,3,8,60,Pr100753,Windows,Pr100753,1,22
U114451,1,2,794,Product101,Windows,Product101,0,1
U114453,1,1,111,Pr100446,Windows,Pr100446,1,0
U114454,2,6,94,Pr100085,Linux,Pr100085,6,4
U114456,2,6,58,Pr100069,Windows,pr100171,5,14
U114457,1,1,NULL,Pr100642,android,Pr100642,1,0
U114458,1,2,1306,pr100096,Windows,pr100096,1,1
U114459,1,1,1565,pr100642,Windows,pr100642,2,0
U114460,3,2,130,Pr101747,Android,Pr101747,5,4
U114461,1,8,104,Pr100070,Android,Pr100241,8,5
U114462,1,5,52,Pr100070,Windows,Pr100070,1,0
U114463,2,3,534,pr100102,Windows,pr100102,3,9
U114464,1,2,329,pr100012,Android,pr100085,4,0
U114465,0,2,59,pr100279,ubuntu,pr100279,0,0
U114466,1,5,557,pr100017,Windows,Pr100122,7,20
U114467,1,7,214,pr100017,"Mac OS X",pr100573,5,15
U114468,1,2,83,Pr101470,Android,Pr101470,1,0
U114469,2,4,242,Pr102441,Windows,Pr102441,1,12
U114471,1,1,1955,Pr100044,Android,Pr100044,1,0
U114472,1,1,79,pr100020,Windows,pr100020,2,1
U114473,1,1,475,Product101,Android,Product101,0,4
U114474,1,2,79,Pr100498,Windows,Product101,2,0
U114475,0,6,78,Pr100072,Windows,Pr100123,0,0
U114477,0,0,606,Product101,Android,Product101,0,0
U114478,1,2,57,pr100102,Android,pr100102,1,2
U114479,1,3,52,Pr100195,Windows,Pr100195,0,1
U114480,2,2,1573,pr100134,Android,pr100134,2,2
U114481,2,5,382,Pr100483,Windows,Pr100483,5,4
U114482,2,5,619,Pr100338,Windows,Pr100338,5,2
U114483,1,1,795,Pr100402,Android,Pr100402,1,0
U114484,0,0,945,Product101,Android,Product101,0,0
U114485,1,2,1777,Pr100036,Windows,Pr100036,3,4
U114486,1,4,90,pr100241,"Mac OS X",pr100241,1,0
U114487,2,4,82,Pr100044,Windows,Pr100044,1,5
U114488,1,1,268,Pr100102,Android,Pr100102,2,0
U114489,1,1,1344,Pr100802,Windows,Pr100802,1,0
U114490,1,4,143,pr100187,Android,Pr101283,6,4
U114491,1,1,105,pr100250,Windows,pr100250,1,1
U114492,2,3,124,Pr100134,Windows,Pr100134,4,3
U114493,2,3,1096,pr100017,Windows,pr100017,5,5
U114495,2,4,63,Pr100073,android,Pr100073,6,0
U114496,1,1,168,pr100102,Windows,pr100102,2,1
U114497,2,4,1572,Pr100086,Android,Pr100086,0,4
U114498,3,2,81,Pr100102,Linux,Pr100102,6,1
U114499,1,5,94,Pr100199,Windows,Pr100199,1,2
U114500,1,2,62,Pr100784,Windows,Pr100784,2,29
U114501,1,1,130,pr100003,Windows,pr100003,1,0
U114502,2,4,1645,Pr100753,Windows,Pr100753,2,19
U114503,2,5,574,pr100166,Windows,pr100166,13,10
U114504,1,2,397,Pr102152,Android,Pr102152,0,0
U114505,1,1,52,pr100058,Windows,pr100058,1,0
U114506,1,4,498,pr100660,Android,pr100660,1,1
U114507,1,1,197,Pr100017,Android,Pr100017,1,1
U114508,1,3,482,pr100166,Windows,pr100166,3,2
U114509,1,1,291,pr100047,Windows,Product101,1,0
U114510,1,2,93,Pr100050,"Mac OS X",Pr100050,2,0
U114511,1,6,190,Pr100017,Linux,Pr100017,1,2
U114512,1,8,648,Pr100044,Windows,Pr100390,8,7
U114513,2,7,59,Pr100070,Windows,Pr100885,8,10
U114514,1,3,389,Product101,Windows,Product101,2,64
U114515,2,4,142,pr100301,Windows,pr100301,1,17
U114516,1,1,543,Pr100044,Android,Pr100044,1,0
U114517,1,4,78,Pr100051,Windows,Pr100051,1,4
U114518,1,1,1312,Pr100083,Windows,Pr100083,1,3
U114519,1,1,407,pr106653,Windows,pr106653,1,0
U114520,1,1,75,Product101,Windows,Product101,0,0
U114521,1,1,43,Pr100910,iOS,Pr100910,0,1
U114522,2,4,1126,Pr101086,Windows,Pr101086,4,3
U114523,1,7,679,Pr100363,Windows,Pr101944,9,16
U114524,1,1,566,Pr100010,Android,Pr100010,1,0
U114525,1,7,1649,pr100044,Windows,Pr100166,4,6
U114526,1,1,44,Pr100010,Android,Pr100010,1,0
U114527,1,1,46,pr101945,"Mac OS X",pr101945,1,0
U114528,1,4,222,pr100924,Windows,pr100924,1,4
U114529,1,1,823,Product101,Android,Product101,0,0
U114530,1,2,186,Pr100309,Windows,Pr100309,1,34
U114531,1,1,70,pr100500,Windows,pr100500,1,1
U114532,1,1,75,pr101301,Windows,pr101301,1,1
U114533,1,1,479,pr100402,Windows,pr100402,1,0
U114534,1,1,112,Pr100060,Windows,Pr100060,1,1
U114535,2,2,202,Pr101218,Windows,Pr101218,0,2
U114536,3,1,377,Pr100102,Android,Pr100102,11,13
U114537,1,1,476,Pr101003,Windows,Pr101003,1,0
U114538,1,7,1057,pr100041,Windows,Pr100486,2,0
U114539,1,1,321,Pr100275,Windows,Pr100275,1,0
U114540,3,4,263,Pr100682,Windows,Product101,8,53
U114541,1,1,406,Product101,android,Product101,0,0
U114542,1,1,53,Product101,Windows,Product101,0,0
U114544,1,2,377,Product101,Windows,Product101,0,15
U114545,1,2,52,Product101,Linux,Product101,1,1
U114546,1,1,8,Pr100017,Linux,Pr100017,1,2
U114547,1,1,421,pr100050,windows,pr100050,0,0
U114548,1,1,347,Product101,Windows,Product101,0,0
U114549,1,2,1570,pr100003,"Mac OS X",pr100003,1,0
U114550,0,2,78,Pr100375,Android,Product101,0,0
U114551,0,1,673,Pr100923,Windows,Pr100923,0,0
U114552,0,1,651,Pr100430,Android,Pr100430,0,0
U114553,1,1,1796,Product101,Android,Product101,0,1
U114554,1,3,240,Pr100064,windows,Pr100064,2,1
U114555,1,3,858,Pr100021,Windows,Pr100021,1,13
U114556,1,3,45,Pr100200,Windows,Pr100200,1,3
U114557,1,1,298,Product101,Android,Product101,0,0
U114558,1,1,50,Pr100102,Windows,Pr100102,1,0
U114559,1,1,124,Product101,Windows,Product101,0,0
U114560,1,1,75,Pr100254,Windows,Pr100254,1,1
U114561,1,1,872,Product101,Windows,Product101,0,3
U114562,1,1,130,pr100200,Android,pr100200,3,0
U114563,1,1,72,pr101257,Windows,pr101257,0,1
U114564,1,1,201,Product101,Ubuntu,Product101,0,0
U114565,1,2,316,pr100017,Windows,pr100166,2,7
U114566,1,3,130,Product101,Android,Product101,1,2
U114567,1,1,481,Product101,Windows,Product101,0,4
U114568,1,1,69,Pr100872,ios,Pr100872,1,0
U114569,1,1,247,pr100102,Windows,pr100102,1,8
U114570,1,1,66,Product101,Android,Product101,0,1
U114571,1,1,NULL,Pr100975,Android,Pr100975,1,0
U114572,1,4,149,Pr100166,Android,Pr100166,1,2
U114573,1,1,100,Pr100339,Windows,Pr100339,2,0
U114574,1,2,82,Pr100721,Windows,Pr100721,2,4
U114575,0,1,126,pr100872,Windows,pr100872,0,0
U114576,1,3,402,pr100063,Android,pr100063,2,0
U114577,2,16,525,Pr100036,Windows,Pr100036,14,4
U114579,1,1,961,pr100406,Linux,pr100406,1,1
U114580,1,1,690,Pr100110,"mac os x",Pr100110,1,2
U114581,2,4,446,pr100333,Windows,pr100333,2,0
U114582,2,5,1869,pr101551,Windows,pr102091,3,6
U114583,2,3,563,Pr100500,Windows,Pr100500,0,2
U114584,1,1,399,Product101,windows,Product101,0,1
U114586,1,1,144,Pr101091,Windows,Pr101091,1,0
U114587,1,1,46,Pr100771,Android,Pr100771,1,1
U114588,2,13,104,pr101049,Windows,pr101049,11,13
U114589,1,2,61,Pr100321,Windows,Pr100321,0,3
U114590,2,3,189,Pr101477,Windows,Pr101477,1,11
U114591,2,18,60,pr100044,Windows,pr100044,8,8
U114592,1,2,NULL,Pr100054,Android,Pr100054,2,0
